english,reference_odia,greedy_prediction_odia
The police reached the spot and are investigating the incident.,ଏହାସହ ଖବର ପାଇ ଘଟଣା ସ୍ଥଳରେ ପୋଲିସ ପହଞ୍ଚି ତଦନ୍ତ ଜାରି ରଖିଛି ।,ଘଟଣା ସ୍ଥଳରେ ପୋଲିସ ପହଞ୍ଚି ଘଟଣାର ତଦନ୍ତ ଜାରି ରଖିଛି ।
Thats not its meaning.,ଏହାର ଅର୍ଥ ନୁହେଁ।,ଏହା କେବଳ ଏହା ନୁହେଁ।
Several injuries were also reported.,ଅନେକ ଆହତ ହୋଇଥିବା ମଧ୍ୟ ସୂଚନା ମିଳିଛି ।,ଏଥିରେ ବହୁ ଆହତ ହୋଇଛନ୍ତି।
"""""""I'm a bit gobsmacked.""",” ମୁଁ ଏକଦମ୍ ସ୍ତମ୍ୱିତ ।,” ବି କାମ କରୁନି।
What will you respond?,ସମ୍ୱରଣ କ’ଣ ଉତ୍ତର ଦେବେ !,ଆପଣ କଣ ହେବ?
"""This is something we can help with -- and that's why we're partnering with Jio to help people and businesses in India create new opportunities.""""""",ଏହା ଏପରି କିଛି ଯାହାକୁ ଆମେ ସାହାଯ୍ୟ କରିପାରିବା ଏବଂ ସେଥିପାଇଁ ଆମେ ଭାରତର ଲୋକ ଏବଂ ବ୍ୟବସାୟକୁ ସାହାଯ୍ୟ କରିବା ଏବଂ ନୂତନ ସୁଯୋଗ ସୃଷ୍ଟି କରିବା ପାଇଁ ଜିଓ ସହିତ ସହଭାଗୀତା କରୁଛୁ।,ଆମେ କେବଳ ନୂଆ କ୍ଷେତ୍ରରେ ସହାୟତା ଏବଂ ନୂଆ କ୍ଷେତ୍ରରେ ସହାୟତା ଏବଂ ନୂଆ କ୍ଷେତ୍ରରେ ସହାୟତା ଏବଂ ନୂଆ କ୍ଷେତ୍ରରେ ସହାୟତା କରିବା ପାଇଁ ଆମ ସହ ଜଡ଼ିତ ନୂଆ ସୁଯୋଗ ଏବଂ ଏହା ଉପରେ ଧ୍ୟାନ ଦେବାକୁ ପଡ଼ିବ ବୋଲି ଆଶା କରୁଛି ।
Gurupriya bridge inauguration deferred,ଉଦଘାଟିତ ହେଲା ଗୁରୁପ୍ରିୟା ସେତୁ,ଏହି କାର୍ଯ୍ୟକ୍ରମରେ ଯୋଗ ଦିବସ ପାଳନ
"Such practices, along with creation of infrastructure for water sports and development of camp sites, cycling and walking tracks etc , would help to tap the hybrid tourism potential of the river basin area- for purposes of religious as well as adventure tourism.","ଏହି କାର୍ଯ୍ୟକ୍ରମ ସହିତ ଜଳ କ୍ରୀଡା, କ୍ୟାମ୍ପ କ୍ଷେତ୍ରର ବିକାଶ, ସାଇକେଲ ଚାଳନା ଓ ପାଦ ଚଲା ରାସ୍ତା ଆଦି ଭିତ୍ତିଭୂମିର ବିକାଶ ଦ୍ୱାରା ନଦୀ ଅବବାହିକାରେ ଧାର୍ମିକ ଏବଂ ଦୁଃସାହାସିକ ପର୍ଯ୍ୟଟନର ସମ୍ଭାବନା ବୃଦ୍ଧି ପାଇବ ।","ଏହି ପ୍ରକଳ୍ପଗୁଡ଼ିକ ମଧ୍ୟରେ ବିକାଶ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ଜଳ, ବିକାଶ ଏବଂ ବିକାଶ ଏବଂ ବିକାଶ ଏବଂ ବିକାଶ ଏବଂ ବିକାଶ ଏବଂ ବିକାଶ ଏବଂ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ ଏବଂ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ ଏବଂ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ ଏବଂ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ କ୍ଷେତ୍ରରେ ବିକାଶ"
Bhatti died on the spot.,ଘଟଣାସ୍ଥଳରେ ପାର୍ବତୀଙ୍କର ମୃତ୍ୟୁ ଘଟିଥିଲା।,ଘଟଣାସ୍ଥଳରେ ହିଁ ମୃତ୍ୟୁ ଘଟିଥିଲା।
His video went viral on social media.,ତେବେ ତାଙ୍କର ଏହି ଭିଡିଓଟି ସୋସିଆଲ ମିଡ଼ିଆରେ ଭାଇରାଲ ହୋଇଥିଲା।,ଏହି ଭିଡିଓ ସୋସିଆଲ ମିଡିଆରେ ଭାଇରାଲ ହେବାରେ ଲାଗିଛି।
It is an expression of love.,ଏହା ହେଉଛି ପ୍ରେମର ପ୍ରତୀକ।,ଏହା ଏକ ବଡ଼ ସଫଳତା।
Ajay Devgn's latest film 'Tanaji: The Unsung Warrior' has been rocking the box office ever since its release.,ଅଜୟ ଦେବଗନଙ୍କ ଅପକମିଂ ଫିଲ୍ମ ‘ତାନାଜୀ ଦି ଅନ ସଙ୍ଗ ୱାରିୟର’ର ଟ୍ରେଲର ଇତିମଧ୍ୟର ରିଲିଜ ହୋଇସାରିଛି।,ଏହି ଫିଲ୍ମରେ ‘ନ’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର ଏକ ଫିଲ୍ମ ‘ନ’ର’ର’ର ଏକ ଫିଲ୍ମ ‘ନ’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର ଏକ ଫିଲ୍ମ ‘ନ’ର’ର ଏକ ଫିଲ୍ମ ‘ନ’ର’ର’ର’ର’ର’ର ଏକ ଫିଲ୍ମ ‘ଇଜ୍’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର’ର ଏକ ଫିଲ୍ମ
"India wants to have good neighbourly relationship with Pakistan, but it should first stop exporting terror to India, Singh said.","ଆମେ ପାକିସ୍ତାନ ସହ ଏକ ଉତ୍ତମ ବନ୍ଧୁ ଭାବେ ସମ୍ବନ୍ଧ ରଖିବାକୁ ଚାହୁଁଛୁ, କିନ୍ତୁ ପ୍ରଥମେ ସେ ଭାରତ ବିରୋଧରେ ଆତଙ୍କୀ କାର୍ଯ୍ୟକଳାପକୁ ବନ୍ଦ କରିବା ଦରକାର।",ଭାରତ-ପାକିସ୍ତାନ ମଧ୍ୟରେ ଭାରତ ସହ ଭାରତ ସହ ସମ୍ପର୍କ ରହିଛି।
All supported types,ସମସ୍ତ ସମର୍ଥିତ ପ୍ରକାରଗୁଡ଼ିକ,ସମସ୍ତ ପ୍ରସ୍ତୁତି
Disputes can occur in the family.,କନ୍ୟା- ପରିବାରରେ ବିବାଦ ଦେଖା ଦେଇପାରେ।,ପରିବାରରେ ସୁଖମୟ କରିପାରିବେ ।
Its just that it happened in the US.,ଆଶ୍ଚର୍ଯ୍ୟ ଲାଗୁଥିଲେ ବି ଆମେରିକାରେ ଏହା ଘଟିଛି।,ଏହା ଆମେରିକା ମଧ୍ୟ ଏହା ଥିଲା ।
A preliminary survey has been completed.,ଏ ନେଇ ପ୍ରାଥମିକ ସର୍ଭେ ସରିଛି।,ଏହାକୁ ନେଇ ଏକ ବ୍ୟାଙ୍କରେ ଚାଲିଛି।
The students demanded that they should be arrested.,ସେମାନଙ୍କୁ ଗିରଫ କରିବାକୁ ଛାତ୍ରମାନେ ଦାବି କରିଛନ୍ତି।,ସେମାନଙ୍କୁ ଗିରଫ କରିବା ଦରକାର ବୋଲି ଦାବି କରିଛନ୍ତି।
A few people had even said that what the poor would do with a bank account when they didn't have anything to eat in the first place,"କେତେକ ଲୋକ ତ କହିବାକୁ ପଛାଇଲେନି ଯେ ଯାହାଙ୍କ ପାଖରେ ଖାଇବାକୁ କିଛି ନାହିଁ, ସେମାନେ ବ୍ୟାଙ୍କରେ ଏକାଉଣ୍ଟ ଖୋଲି କ’ଣ କରିବେ ?","ଯଦି କିଛି ସମୟ ପୂର୍ବରୁ ଏହା କିଛି ସମୟ ପୂର୍ବରୁ ଏହା ଦେଖିପାରୁନାହାନ୍ତି ବୋଲି ସେ କହିଛନ୍ତି ଯେ, ଏହା ଏକ ବଡ଼ ପଦକ୍ଷେପ ଗ୍ରହଣ କରିବେ ।"
One woman and three children were injured in the incident.,ଆହତମାନଙ୍କ ମଧ୍ୟରେ ତିନି ଜଣ ମହିଳା ଓ ଜଣେ ଶିଶୁ ଥିବା ଜଣା ପଡିଛି।,ଏହି ଘଟଣାରେ ଜଣେ ମହିଳା ଓ ଜଣେ ମହିଳା ଗୁରୁତର ଆହତ ହୋଇଛନ୍ତି।
The news is being spread to create confusion among the people.,ଏମିତି ଖବର ପ୍ରଚାର କରାଯାଇ ଲୋକମାନଙ୍କୁ ବିଭ୍ରାନ୍ତ କରାଯାଉଛି ।,ଏହି ଖବର ପାଇବାରୁ ବହୁ ଲୋକଙ୍କ ମଧ୍ୟରେ ଖବର ମିଳିଛି।
Tourism and Culture Minister Ashok Panda inaugurated the meet.,"ଓଡ଼ିଆ ଭାଷା, ସାହିତ୍ୟ ଓ ସଂସ୍କୃତି ମନ୍ତ୍ରୀ ଅଶୋକ ଚନ୍ଦ୍ର ପଣ୍ଡା କାର୍ଯ୍ୟକ୍ରମକୁ ଉଦ୍ଘାଟନ କରିଥିଲେ।",ଏହି କାର୍ଯ୍ୟକ୍ରମରେ ଯୋଗ ଦେଇଥିଲେ ।
"On the occasion, NSG commandos gave a display of their prowess by conducting demonstrations in counter-terrorist operations using drones, amphibious assaults, canine units and air-dropping of Special Units.","ଏହି ଅବସରରେ ଏନଏସଜି କମାଣ୍ଡୋମାନେ ଡ୍ରୋନ୍, ଆସଲ୍ଟ ଅସ୍ତ୍ର, କୁକୁର ୟୁନିଟ୍, ସ୍ପେସାଲ ୟୁନିଟର ଏୟାର ଡ୍ରପିଂ ଆଦି ଚମତ୍କାର କୌଶଳ ପ୍ରଦର୍ଶନ କରିଥିଲେ ।","ଏହି ଅବସରରେ ଏକ ସ୍ୱତନ୍ତ୍ର, ଆଇଏନଏସଆଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ-ଇ"
This problem is common in people of all generations.,ବର୍ତ୍ତମାନ ସମୟରେ ସବୁ ବୟସର ବ୍ୟକ୍ତିଙ୍କଠାରେ ଦେଖିବାକୁ ମିଳୁଛି ଏହି ସମସ୍ୟା।,ଏହା ସବୁ ସମସ୍ୟା ଉପରେ ଧ୍ୟାନ ଦିଅନ୍ତୁ।
The deceased were not identified when this report was being filed.,ରିପୋର୍ଟ ପ୍ରସ୍ତୁତ ହେବା ସୁଧା ମୃତାହତଙ୍କ ସୂଚନା ମିଳି ପାରି ନାହିଁ।,ରିପୋର୍ଟ ରିପୋର୍ଟ ରିପୋର୍ଟ ରିପୋର୍ଟ ରିପୋର୍ଟ ରିପୋର୍ଟ ଆସିଲା ।
That has lowered India's prestige abroad.,ଯାହା ଭାରତର ଭାବମୂର୍ତ୍ତିକୁ ବାହାର ଦେଶରେ କ୍ଷୁର୍ଣ୍ଣ କରିଛି ।,ଏହା ଭାରତରୁ ଅଧିକ ସ୍ଥାନରେ ରହିଛି।
One mobile number and email id can be used for one registration only.,ଗୋଟିଏ ମୋବାଇଲ ନମ୍ବର ଓ ଇମେଲ ଆଇଡିରେ କେବଳ ଗୋଟିଏ ଖାତା ଖୋଲିପାରିବେ।,ଗୋଟିଏ ଗୋଟିଏ ବି-କ ଓ ଗୋଟିଏ ବିରେ ମଧ୍ୟ ବ୍ୟବହାର କରିପାରିବେ ।
"When cool add the grated jaggery, black pepper and orange rind.","ଥଣ୍ଡା ହୋଇଗଲେ ଏଥିରେ କର୍ନ୍ଫ୍ଲୋର୍, କଟା ଧନିଆ ପତ୍ର ଓ କଟା କଞ୍ଚା ଲଙ୍କା ପକାନ୍ତୁ।","କ’ଣ, କ’ଣ, କ’ଣ, କ’ଣ, କ’ଣ, କ’ଣ, କ’ଣ, କ’ଣ,"
"Honble Speaker Sir, The people of India had displayed great maturity by having full faith in our democratic systems after the verdict on Ram Janm Bhoomi was delivered on 9th November, 2019.","ମାନନୀୟ ଅଧ୍ୟକ୍ଷ ମହୋଦୟ, ନଭେମ୍ବରରେ ରାମ ଜନ୍ମ ଭୂମି ଉପରେ ନିଷ୍ପତ୍ତି ହେବା ପରେ ସମସ୍ତ ଦେଶବାସୀ ଗଣତାନ୍ତ୍ରିକ ବ୍ୟବସ୍ଥା ଉପରେ ସଂପୂର୍ଣ୍ଣ ବିଶ୍ୱାସ ରଖି ମହନୀୟତାର ଉଦାହରଣ ସୃଷ୍ଟି କରିଥିଲେ ।","ଏହି ଅବସରରେ ପ୍ରଥମ ଥର ପାଇଁ ଭାରତୀୟ ଜନତାଙ୍କ ଦ୍ୱାରା ପରିଚାଳିତ, ‘ଅନ୍’ର ପ୍ରଥମ ଥର ପାଇଁ,’ର ପ୍ରଥମ ଥର ପାଇଁ,’ରନାନ’ର ପ୍ରଥମ ଥର ପାଇଁ,’ରନାନିକ ଭାବେ ଯୋଗ ଦେଇଥିଲେ ।"
He said it would not be discontinued under any circumstances.,ଏଥିରେ ସେ ଏହି ଆନେ୍ଦାଳନ କୌଣସି ପରିସ୍ଥିତିରେ ମଧ୍ୟ ବନ୍ଦ ନହେଉ ବୋଲି ଲେଖିଛନ୍ତି ।,"ସେ କହିଛନ୍ତି ଯେ, “ଆପଣର କୌଣସି ପ୍ରକାରରେ କୌଣସି ପ୍ରକାରରେ କୌଣସି ପ୍ରକାର ନାମିତ ହେବ ନାହିଁ।"
He had invited PM Narendra Modi to the swearing-in ceremony.,ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦିଙ୍କୁ ଶପଥ ଗ୍ରହଣ ଉତ୍ସବରେ ଯୋଗଦେବା ଲାଗି ନିମନ୍ତ୍ରଣ କରାଯାଇଛି।,ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦି ଓ ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦି ଆଜି ମୁଖ୍ୟମନ୍ତ୍ରୀ ନବୀନ ପଟ୍ଟନାୟକଙ୍କୁ ଭେଟିଥିଲେ।
"The provincial government in Pakistans Khyber-Pakhtunkhwa plans to buy 25 pre-partition era buildings, including the ancestral houses of legendry Bollywood actors Raj Kapoor and Dilip Kumar,","ପାକିସ୍ତାନର ଖୈବର୍ ପାଖତୁନ ରାଜ୍ୟର ସରକାର ଦେଶ ବିଭାଜନ ପୂର୍ବରୁ ରହିଥିବା ଏହିପରି ୨୫ଟି କୋଠାକୁ କିଣିବାର ଯୋଜନା ରଖିଛନ୍ତି, ଯେଉଁଥିରେ ରାଜ୍ କପୁର୍ ଓ ଦିଲିପ କୁମାରଙ୍କ ପୈତୃକ ଘର ଅନ୍ତର୍ଭୁକ୍ତ।","ମୁମ୍ବାଇ: ବଲିଉଡ୍ ଅଭିନେତା ରାଜେଶ ରାଜ୍ୟ ସରକାର ଏକ ଘରୋଇ ସଂସ୍ଥା, ‘ସ’ର’ର’ର’ର ଏକ ନୂଆ ମୁଖ୍ୟ ଭୂମିକାରେ ଅଭିନୟ କରିଛନ୍ତି।"
Aries: Family life will be happy.,ମକର: ପରିବାରରେ ହସଖୁସିର ବାତାବରଣ ରହିବ।,ବୃଷ: ପରିବାରରେ ସୁଖମୟ ହେବ।
"It means that now it will be recognized as DRDO-Y but while speaking, it will sound as DRDO-Why and I believe that these five labs have the power to respond to DRDO-why.",ଏହାର ଅର୍ଥ ଏହା ହେଲା କି ଏହା ଏବେ ପରିଚିତ କରାଯିବ କି ଡିଆରଡିଓ-ୱାଇ କିନ୍ତୁ କହିଲା ବେଳେ ଶୁଭିବ ଡିଆରଡିଓ-ହ୍ୱାଇ ଆଉ ମୁଁ ବୁଝୁଛି କି ଏହି ପାଞ୍ଚଟି ଲ୍ୟାବ ଡିଆରଡିଓ-ୱାଇକୁ ଉତ୍ତର ଦେବାର କ୍ଷମତା ରଖୁଛନ୍ତି ଏହି ବିଶ୍ୱାସ ମୋର ରହିଛି ।,"ମୁଁ ଏହି ପ୍ରସଙ୍ଗରେ କୌଣସି ପ୍ରଭାବ, କିନ୍ତୁ ମୁଁ ବିତା ଏବଂ ଆଇଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ-ଏ"
The award citation said Prime Minister Narendra Modi was selected for his outstanding leadership for the nation.,ଦେଶର ଉତ୍କୃଷ୍ଟ ନେତୃତ୍ୱ ଏବଂ ନିସ୍ୱାର୍ଥପର ସେବା ପାଇଁ ଚଳିତ ବର୍ଷ ଏହି ପୁରସ୍କାର ଲାଗି ନରେନ୍ଦ୍ର ମୋଦୀଙ୍କ ଚୟନ କରାଯାଇଛି ବୋଲି ପ୍ରଶସ୍ତିପତ୍ରରେ ଲେଖାଯାଇଛି।,"ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ କହିଛନ୍ତି ଯେ, “କମ୍ଙ୍କ ପାଇଁ ଏକ ସ୍ୱତନ୍ତ୍ର ଅବସରରେ ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ପ୍ରଧାନମନ୍ତ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦି ।"
Three candidates are contesting the elections for the presidents post.,ତିନିଜଣ ପ୍ରାର୍ଥୀ ନିର୍ବାଚନୀ ବୈତରଣୀ ପାର ହେବାଲାଗି ଉଦ୍ୟମ କରୁଛନ୍ତି।,ଏହି ନିର୍ବାଚନରେ ଜିଲ୍ଲା ସଭାପତି ନିରଞ୍ଜନ ପଟ୍ଟନାୟକ।
to cross the border.,ସେପାରି ସୀମା ଛୁଇଁବାକୁ।,ଏହି ସମୟରେ ଉତ୍ତର ଦିଅନ୍ତୁ।
We will be cautious of the forces that harm India. We will be alert.,"ଆମେ ଭାରତର ଅହିତ କଥା ଚିନ୍ତା କରୁଥିବା ଶକ୍ତିଙ୍କଠାରୁ ସାବଧାନ ରହିବା, ସତର୍କ ରହିବା ।",ଆମେ ଭାରତ ଉପରେ ଗୁରୁତ୍ୱ ଦେବେ ।
That continues to this day.,ଯାହାକି ଆଜି ପର୍ଯ୍ୟନ୍ତ ଚାଲୁରହିଛି ।,ଏହା ଦିନକୁ ଦିନ ଆରମ୍ଭ ହେବ।
The truck driver absconded after the accident.,ଦୁର୍ଘଟଣା ପରେ ଟ୍ରକ୍ ଡ୍ରାଇଭର ଫେରାର ହୋଇଯାଇଛି।,ଦୁର୍ଘଟଣା ପରେ ଡ୍ରାଇଭରକୁ ଡ୍ରାଇଭରକୁ ଡ୍ରାଇଭରକୁ ଧକ୍କା ଦେଇଥିଲା।
Do not do any risky work.,ବିପଦପୂର୍ଣ୍ଣ କାମ କରନ୍ତୁ ନାହିଁ।,କୌଣସି କାମ କରନ୍ତି ନାହିଁ।
The award was established to crystalise Korean peoples yearning for peace on the Korean peninsula and in the rest of the world.,କୋରିଆ ଉପଦ୍ୱୀପ ଏବଂ ଅବଶିଷ୍ଟ ବିଶ୍ୱରେ ଶାନ୍ତି ପ୍ରତିଷ୍ଠା ପାଇଁ କୋରିଆର ଲୋକମାନଙ୍କ ଆଗ୍ରହକୁ ପ୍ରତିଫଳିତ କରିବା ଲାଗି ଏହି ପୁରସ୍କାର ପ୍ରତିଷ୍ଠା କରାଯାଇଥିଲା।,ଏହି ଅବସରରେ ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ବିଶ୍ୱର ଶ୍ରେଷ୍ଠ ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ବିଶ୍ୱର ଶ୍ରେଷ୍ଠ ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତିର ଶାନ୍ତି ଓ ସଂସ୍କୃତିର ଶାନ୍ତି ଓ ସଂସ୍କୃତି ପାଇଁ ଏକ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଭୂମିକା ରହିଛି ।
